Month,Year,Borough,ViolenceAgainstPerson_Murder,ViolenceAgainstPerson_WoundingGBH,ViolenceAgainstPerson_AssaultWithInjury,ViolenceAgainstPerson_CommonAssault,ViolenceAgainstPerson_OffensiveWeapon,ViolenceAgainstPerson_Harassment,ViolenceAgainstPerson_OtherViolence,Sexual_Rape,Sexual_OtherSexual,Robbery_PersonalProperty,Robbery_BusinessProperty,Burglary_Dwelling,Burglary_OtherBuildings,Theft_TakingOfMotorVehicle,Theft_FromMotorVehicle,Theft_MotorVehicleTampering,Theft_FromShops,Theft_Person,Theft_TakingOfPedalCycles,Theft_OtherTheft,Theft_HandlingStolenGoods,FraudForgery_CountedPerVictim,FraudForgery_OtherFraudForgery,CriminalDamage_Dwelling,CriminalDamage_OtherBuildings,CriminalDamage_MotorVehicle,CriminalDamage_OtherCriminalDamage,Drugs_DrugTrafficking,Drugs_PossessionOfDrugs,Drugs_OtherDrugs,OtherNotifiableOffences_GoingEquipped,OtherNotifiableOffences_OtherNotifiable,Males00-20,Males00-20,Males21-40,Males41-60,Males61+,Females00-20,Females21-40,Females41-60,Females61+,PoliceOfficer,PoliceSergeant,SpecialPoliceConstable,PoliceCommunitySupportOfficer,PoliceStaff,UnemployedMale18-24,UnemployedMale25-44,UnemployedMale45-64,UnemployedFemale18-24,UnemployedFemale25-44,UnemployedFemale45-64,PublicAttitudeSurvey_FearofCrime%
NOV,2013,Hounslow,0,39,133,115,5,141,15,7,17,45,1,170,69,46,157,12,116,45,52,203,7,0,4,29,20,92,36,7,119,0,3,29,35411,35411,48299,31472,17258,33683,44900,31270,20114,493,57,114,43,56,1800,3510,2085,1095,2490,1455,32
NOV,2013,Islington,0,55,91,118,12,142,21,13,12,100,6,135,97,56,130,11,73,307,92,329,9,0,5,44,19,37,39,12,97,1,2,35,23245,23245,48467,24086,11296,22914,48679,23581,13403,548,58,177,45,49,2130,4905,2805,1350,3420,1950,36
NOV,2013,Kensington&Chelsea,0,22,44,62,4,71,9,6,8,35,3,89,67,48,119,10,130,113,60,421,3,0,1,9,7,24,14,3,83,1,0,16,16189,16189,28327,19899,12400,15077,28167,20757,14778,437,51,173,103,50,660,1995,1530,405,1470,1080,25
NOV,2013,KingstonUponThames,0,28,51,38,1,46,5,5,12,18,3,71,51,10,56,5,105,38,39,118,2,0,0,8,9,34,16,3,62,0,2,5,21143,21143,27072,20903,12556,21140,27668,21079,15232,298,46,93,30,42,570,1215,870,420,1110,630,15
NOV,2013,Lambeth,0,82,178,165,13,162,31,19,24,150,9,255,101,65,247,12,74,235,111,385,10,0,1,54,22,64,32,12,135,1,5,34,35677,35677,71248,35936,14319,34558,69568,35767,17169,790,78,108,79,97,2805,8325,5820,1650,5745,4155,30
NOV,2013,Lewisham,0,60,135,115,15,146,35,19,22,89,15,192,59,68,137,7,87,57,31,205,8,0,4,56,19,71,45,12,129,3,3,29,38294,38294,51835,35038,15474,36754,52747,36806,19232,621,64,142,54,50,2850,6540,4605,1755,4770,3060,39
NOV,2013,Merton,0,24,62,43,5,59,15,7,7,28,2,106,50,23,117,10,68,29,25,131,3,0,2,24,9,43,24,4,39,0,0,15,25844,25844,35112,25010,13907,24676,35652,25905,17117,345,42,74,43,27,1140,2730,1695,705,1905,1200,15
NOV,2013,Newham,0,90,157,166,13,127,28,21,38,194,10,224,52,91,283,17,145,162,32,339,7,0,4,47,18,53,43,15,145,1,0,35,47387,47387,71263,33648,13203,46403,57872,32638,15813,775,68,170,50,60,3165,7320,4470,2490,5160,3225,54
NOV,2013,Redbridge,0,36,121,99,9,115,31,11,10,79,12,267,79,73,150,16,70,51,18,247,14,0,0,35,11,55,45,7,163,0,2,22,42504,42504,45767,33813,20344,40134,45863,35411,24436,488,50,126,58,57,2070,3945,2445,1470,3000,1815,45
NOV,2013,RichmondUponThames,1,12,45,47,6,38,6,4,3,14,0,79,90,22,95,5,62,12,40,129,0,0,3,13,11,43,15,3,57,0,0,11,24130,24130,26793,26424,15690,23484,28593,26925,19326,285,34,101,33,33,570,1350,1110,315,1050,750,16
NOV,2013,Southwark,1,64,143,137,9,149,25,11,22,183,5,164,133,97,228,13,117,227,98,422,8,0,4,62,33,81,49,27,234,2,0,41,36100,36100,61866,35734,13794,35366,63461,35331,16813,755,79,155,47,87,2745,7290,5025,1905,5085,3615,30
NOV,2013,Sutton,0,32,52,60,3,60,4,7,11,12,2,101,70,20,84,8,56,19,11,94,3,0,0,23,10,56,27,8,34,1,0,15,26042,26042,26168,26724,16377,24510,28378,27302,20413,330,49,72,51,45,960,1980,1500,690,1635,990,22
NOV,2013,Tower Hamlets,0,63,128,181,13,178,27,11,14,125,5,129,111,69,145,10,76,122,106,342,8,0,3,35,25,55,47,14,235,1,3,27,35719,35719,68642,26263,9992,34801,64253,21502,11718,656,65,189,43,76,3255,7035,4455,2505,4830,2445,43
NOV,2013,Waltham Forest,0,55,118,116,7,128,21,15,37,69,5,190,57,70,199,28,67,55,23,250,9,0,2,38,7,73,27,5,149,2,0,28,37161,37161,47884,32051,15596,35349,45892,32824,19040,577,59,106,43,66,3060,6435,3825,1950,4530,2625,35
NOV,2013,Wandsworth,1,31,72,102,16,92,27,8,19,73,5,159,85,84,239,16,76,65,101,287,8,0,2,40,12,69,22,5,94,0,1,20,33056,33056,67986,32293,16022,32578,74592,33637,20352,536,57,153,39,65,1530,4365,3150,1065,3345,2055,25
NOV,2013,Westminster,0,72,138,176,15,156,43,20,26,222,13,119,207,75,236,10,330,642,109,1301,15,0,8,22,38,50,44,16,361,3,7,66,24130,24130,48613,28022,15825,22341,43427,26402,18081,1189,162,349,89,151,990,3315,2205,765,2250,1650,26
OCT,2013,Barking&Dagenham,0,46,102,81,8,97,19,11,12,44,9,144,47,72,132,9,53,23,28,163,8,0,3,39,16,55,30,9,85,1,1,25,33580,33580,28567,22018,10775,31258,31355,22776,14023,448,43,141,51,59,2415,4425,2565,1800,3510,1920,43
OCT,2013,Barnet,1,30,79,100,14,120,20,5,25,69,5,219,110,94,261,29,109,51,18,321,2,0,5,40,23,69,29,10,124,0,3,26,50642,50642,57444,44135,28258,47238,58931,47059,35381,532,59,160,71,65,1875,5010,3030,1200,3615,2070,33
OCT,2013,Bexley,0,30,61,52,7,77,15,6,9,24,2,85,52,48,71,11,52,15,16,121,21,0,1,17,10,64,25,4,66,0,0,20,32474,32474,28991,30971,21460,31170,31534,33031,27056,329,40,84,52,52,1470,2505,1725,1200,2325,1275,30
OCT,2013,Brent,1,78,137,128,11,181,35,9,19,97,2,174,51,46,164,11,67,89,50,246,6,0,4,34,21,57,55,11,297,3,1,39,43225,43225,58326,38120,20556,40259,54130,38615,24033,598,64,171,54,82,2760,7500,5100,1785,4620,3225,34
OCT,2013,Bromley,0,43,93,79,12,116,16,10,16,43,6,187,87,68,208,18,136,27,18,263,4,0,1,40,14,78,47,10,94,0,1,19,40715,40715,38750,42911,30273,38902,42514,45511,38323,458,50,117,69,33,1800,3150,2475,1065,2655,1650,31
OCT,2013,Camden,0,62,82,103,11,118,24,13,20,76,2,137,141,65,163,12,85,334,133,629,8,0,4,25,26,43,35,14,193,2,4,30,26579,26579,46175,26031,14994,25916,46568,25044,18412,655,72,194,50,72,1230,3765,2340,945,2400,1575,29
OCT,2013,Croydon,0,69,173,142,24,129,31,12,39,116,2,265,115,68,240,21,159,71,33,313,9,0,2,70,29,115,51,13,171,1,1,29,52916,52916,52608,48019,27234,51268,56102,51310,33295,698,69,186,50,77,3060,6240,4155,2055,5025,2985,20
OCT,2013,Ealing,0,59,133,124,10,158,34,15,22,76,9,199,69,76,258,15,144,81,55,312,5,0,3,33,13,90,27,35,133,2,2,39,46094,46094,60180,42374,22939,43638,57841,42488,26940,670,65,168,52,74,2610,7125,3990,1740,4695,2775,34
OCT,2013,Enfield,0,25,114,79,15,137,29,14,15,77,7,224,72,69,306,29,67,52,10,235,6,0,3,33,15,68,35,14,153,0,1,28,47736,47736,45616,39407,22987,44307,49532,42514,28425,555,59,115,64,56,3390,6495,3930,2535,5505,3120,34
OCT,2013,Greenwich,0,41,137,129,12,134,28,7,19,27,2,120,105,55,193,17,113,60,35,220,5,0,5,52,15,59,40,9,120,0,3,43,37842,37842,46802,31256,15878,35749,45469,31629,19383,576,63,131,42,55,2355,5160,3405,1695,4005,2280,34
OCT,2013,Hackney,0,50,152,110,11,146,25,10,17,87,4,143,126,49,189,12,62,263,125,392,3,0,1,37,17,50,22,18,106,1,4,34,33669,33669,56157,26552,11158,33075,56653,27165,12950,636,67,169,42,78,2415,7515,4800,1890,5220,3105,43
OCT,2013,Hammersmith&Fulham,1,29,76,121,16,103,22,9,10,53,3,83,39,42,172,9,113,125,99,294,6,0,2,16,15,29,23,7,179,4,4,34,19146,19146,38264,20029,9871,18699,38841,21232,12603,524,51,149,43,49,1395,3720,2505,840,2850,1785,26
OCT,2013,Haringey,0,73,103,90,6,86,36,16,18,67,6,171,54,71,317,13,65,114,39,288,7,0,0,39,12,70,31,11,98,1,3,27,34110,34110,52626,31100,14034,32823,49040,32468,17185,623,64,136,42,71,2670,7245,4620,1920,4830,3015,39
OCT,2013,Harrow,0,24,80,61,8,55,17,8,5,42,1,124,41,18,108,5,63,32,9,137,2,0,0,17,5,30,21,8,96,0,0,13,32904,32904,37120,30139,20543,30535,36070,31694,24368,346,39,90,40,37,1335,2715,1830,765,1935,1350,39
OCT,2013,Havering,0,26,82,59,9,91,6,5,12,11,2,150,50,76,161,13,68,27,24,189,8,0,2,24,15,68,18,13,80,0,2,36,30932,30932,29529,31679,24092,29663,31512,33401,31272,374,48,106,48,45,1950,3030,2055,1425,2355,1470,31
OCT,2013,Hillingdon,0,48,135,99,8,144,30,10,20,47,4,194,77,51,194,15,113,42,40,354,12,0,2,45,13,90,46,132,89,1,0,41,41134,41134,44738,35381,21605,38503,44273,35711,25463,469,55,113,35,57,1575,3525,2055,1230,2745,1455,31
OCT,2013,Hounslow,0,43,124,117,6,114,27,11,24,34,1,141,54,29,183,2,140,43,49,231,10,0,0,35,23,64,47,17,132,0,6,27,35411,35411,48299,31472,17258,33683,44900,31270,20114,489,57,112,43,58,1830,3735,2160,1155,2565,1470,32
OCT,2013,Islington,1,65,94,103,10,139,23,8,9,64,10,113,104,64,155,15,77,396,108,294,10,0,0,44,14,53,23,16,121,1,1,30,23245,23245,48467,24086,11296,22914,48679,23581,13403,547,61,173,46,51,2145,4935,2850,1515,3600,2025,36
OCT,2013,Kensington&Chelsea,0,29,49,63,3,55,6,8,16,33,4,87,68,37,138,8,128,110,72,401,3,0,2,17,7,29,17,11,58,2,0,15,16189,16189,28327,19899,12400,15077,28167,20757,14778,447,54,160,104,52,690,2130,1545,420,1560,1125,25
OCT,2013,KingstonUponThames,0,30,51,56,2,47,6,5,7,8,0,89,46,7,56,4,80,33,53,127,2,0,0,9,16,29,20,4,64,0,3,11,21143,21143,27072,20903,12556,21140,27668,21079,15232,299,47,84,31,44,615,1215,915,510,1155,660,15
OCT,2013,Lambeth,0,68,148,177,17,194,28,13,31,225,11,218,87,82,217,11,78,269,130,470,14,0,3,49,22,119,39,8,163,1,2,36,35677,35677,71248,35936,14319,34558,69568,35767,17169,789,78,109,83,96,2985,8610,6060,1995,6090,4215,30
OCT,2013,Lewisham,0,65,148,147,20,156,38,16,25,106,13,170,63,46,129,13,63,67,48,227,9,0,1,52,17,75,33,10,120,1,2,35,38294,38294,51835,35038,15474,36754,52747,36806,19232,612,64,136,56,50,2955,6810,4725,1950,4935,3180,39
OCT,2013,Merton,0,15,59,46,10,64,13,5,17,46,1,116,50,27,99,7,60,24,45,153,4,0,1,18,7,39,16,3,52,0,2,15,25844,25844,35112,25010,13907,24676,35652,25905,17117,340,41,77,45,28,1095,2820,1695,795,1965,1230,15
OCT,2013,Newham,0,61,146,195,18,145,36,15,29,168,8,141,75,94,302,20,114,173,47,389,11,0,3,41,11,103,49,11,154,1,2,46,47387,47387,71263,33648,13203,46403,57872,32638,15813,769,69,167,55,61,3330,7830,4650,2730,5505,3315,54
OCT,2013,Redbridge,1,35,95,98,8,117,36,10,13,71,6,237,66,84,184,12,72,49,20,271,8,0,4,26,14,60,33,4,138,1,1,31,42504,42504,45767,33813,20344,40134,45863,35411,24436,490,50,127,60,59,2265,4095,2565,1665,3255,1950,45
OCT,2013,RichmondUponThames,0,19,32,41,2,47,3,2,9,32,1,59,81,27,95,8,60,11,75,101,3,0,1,11,6,39,19,1,42,0,1,11,24130,24130,26793,26424,15690,23484,28593,26925,19326,291,34,101,33,32,615,1320,1125,360,1110,795,16
OCT,2013,Southwark,0,54,126,155,11,167,16,13,26,166,8,180,155,67,177,13,103,217,154,467,10,0,2,40,28,62,59,16,216,1,1,37,36100,36100,61866,35734,13794,35366,63461,35331,16813,751,79,154,51,87,2880,7455,5160,2025,5385,3690,30
OCT,2013,Sutton,1,10,69,56,4,68,8,5,7,26,2,95,71,16,91,4,75,17,18,112,0,0,0,14,10,69,20,9,47,3,1,11,26042,26042,26168,26724,16377,24510,28378,27302,20413,325,49,76,51,44,1035,2010,1530,630,1755,1065,22
OCT,2013,Tower Hamlets,0,45,149,161,13,197,41,10,23,101,4,95,107,52,210,8,85,130,139,389,12,0,1,48,27,58,45,7,180,1,4,35,35719,35719,68642,26263,9992,34801,64253,21502,11718,656,67,190,44,75,3465,7365,4590,2835,5190,2565,43
OCT,2013,Waltham Forest,0,50,122,125,15,131,26,12,15,80,6,189,55,85,222,14,77,68,37,270,6,0,3,38,10,68,30,7,164,0,0,36,37161,37161,47884,32051,15596,35349,45892,32824,19040,572,59,107,44,67,3240,6675,3870,2205,4680,2730,35
OCT,2013,Wandsworth,1,46,92,103,7,105,22,10,26,71,10,171,110,70,247,16,100,111,122,290,3,0,2,33,15,66,33,3,78,1,4,32,33056,33056,67986,32293,16022,32578,74592,33637,20352,538,55,155,39,68,1590,4650,3300,1140,3450,2205,25
OCT,2013,Westminster,0,74,164,149,16,168,25,21,34,172,7,127,223,54,293,18,336,658,118,1396,6,0,7,20,22,65,29,16,354,5,4,74,24130,24130,48613,28022,15825,22341,43427,26402,18081,1199,165,364,92,153,1095,3435,2250,735,2340,1725,26
SEP,2013,Barking&Dagenham,0,32,82,72,4,100,23,9,15,45,5,83,49,61,130,16,65,35,20,155,4,0,3,39,7,63,22,5,99,0,1,21,33580,33580,28567,22018,10775,31258,31355,22776,14023,454,43,142,51,58,2700,4680,2625,1965,3705,1935,43
SEP,2013,Barnet,0,34,84,83,5,96,20,6,18,47,6,204,98,92,292,22,86,55,22,251,5,0,9,32,13,74,42,6,63,1,5,27,50642,50642,57444,44135,28258,47238,58931,47059,35381,533,58,161,72,65,2025,5115,3180,1320,3795,2160,33
SEP,2013,Bexley,0,15,49,53,2,76,8,6,14,19,4,74,59,53,85,8,65,16,10,110,0,0,2,24,8,55,27,7,57,0,0,24,32474,32474,28991,30971,21460,31170,31534,33031,27056,346,40,87,71,54,1740,2805,1950,1305,2460,1335,30
SEP,2013,Brent,0,55,114,112,13,148,30,13,20,110,2,149,64,49,144,6,63,80,29,248,0,0,3,44,16,72,40,11,304,1,3,35,43225,43225,58326,38120,20556,40259,54130,38615,24033,601,64,170,54,82,3030,7920,5235,2085,4815,3405,34
SEP,2013,Bromley,0,39,89,87,4,107,7,7,20,69,7,173,65,53,155,8,139,35,10,217,0,0,0,35,20,80,38,9,53,0,1,25,40715,40715,38750,42911,30273,38902,42514,45511,38323,459,51,130,70,32,1815,3270,2520,1155,2595,1755,31
SEP,2013,Camden,0,46,78,70,8,76,15,12,18,83,2,121,121,56,190,16,85,363,134,523,2,0,2,30,22,38,25,10,159,4,4,32,26579,26579,46175,26031,14994,25916,46568,25044,18412,658,71,194,51,72,1245,3945,2400,1005,2535,1635,29
SEP,2013,Croydon,1,61,145,138,9,114,25,20,19,153,6,252,91,56,260,15,115,84,29,332,9,0,2,38,22,66,46,6,119,4,4,24,52916,52916,52608,48019,27234,51268,56102,51310,33295,700,67,178,51,78,3345,6555,4320,2100,5250,3120,20
SEP,2013,Ealing,0,58,134,140,5,148,26,10,42,73,6,188,86,61,201,15,113,78,55,337,6,0,2,29,9,66,35,51,97,0,1,32,46094,46094,60180,42374,22939,43638,57841,42488,26940,674,65,163,52,73,2790,7560,4140,1905,4860,2850,34
SEP,2013,Enfield,0,41,123,101,12,115,19,17,18,61,2,192,91,66,303,17,66,56,24,237,1,0,5,37,13,66,33,15,115,0,1,21,47736,47736,45616,39407,22987,44307,49532,42514,28425,556,57,112,64,56,3510,6705,4050,2565,5625,3135,34
SEP,2013,Greenwich,0,48,131,99,8,125,25,7,16,46,5,112,101,52,162,8,100,36,34,219,4,0,2,49,18,74,32,3,80,2,2,38,37842,37842,46802,31256,15878,35749,45469,31629,19383,575,63,134,43,55,2475,5445,3465,1830,4275,2250,34
SEP,2013,Hackney,0,56,113,105,11,137,24,12,20,75,7,130,114,67,162,9,47,296,129,329,3,0,0,23,12,47,33,13,104,0,2,32,33669,33669,56157,26552,11158,33075,56653,27165,12950,645,68,169,42,80,2490,7620,4980,2025,5310,3165,43
SEP,2013,Hammersmith&Fulham,0,35,69,69,7,108,18,9,17,47,7,92,52,43,167,10,94,87,80,280,9,0,1,16,7,36,18,12,151,4,3,25,19146,19146,38264,20029,9871,18699,38841,21232,12603,525,52,151,43,45,1485,3900,2565,915,2895,1860,26
SEP,2013,Haringey,1,49,95,71,5,72,21,15,21,65,4,154,55,62,202,5,64,139,36,253,2,0,2,36,14,47,35,10,69,0,2,18,34110,34110,52626,31100,14034,32823,49040,32468,17185,634,64,137,43,70,2805,7575,4755,2055,5115,3090,39
SEP,2013,Harrow,0,30,65,57,0,88,24,5,12,36,3,97,31,22,86,2,61,20,11,132,1,0,6,20,3,39,20,8,57,0,1,15,32904,32904,37120,30139,20543,30535,36070,31694,24368,346,40,88,41,37,1425,2805,1905,930,1950,1380,39
SEP,2013,Havering,1,26,77,76,6,95,11,8,18,27,3,105,51,72,139,29,54,21,9,166,4,0,2,25,10,73,31,18,83,0,0,14,30932,30932,29529,31679,24092,29663,31512,33401,31272,376,47,106,48,43,2055,3195,2115,1590,2490,1530,31
SEP,2013,Hillingdon,0,52,122,107,13,132,35,4,11,31,2,136,67,37,142,7,89,47,30,325,2,0,8,30,15,76,46,3,44,0,0,47,41134,41134,44738,35381,21605,38503,44273,35711,25463,469,56,114,35,56,1755,3630,2055,1305,2820,1500,31
SEP,2013,Hounslow,0,59,100,111,5,156,21,12,14,30,1,136,57,39,176,8,106,52,62,206,2,0,1,26,20,101,29,6,98,0,3,27,35411,35411,48299,31472,17258,33683,44900,31270,20114,507,62,111,58,59,1935,3900,2190,1200,2670,1575,32
SEP,2013,Islington,0,49,85,95,12,127,15,11,18,80,5,104,98,51,121,6,74,425,113,300,6,0,2,38,11,46,26,10,104,2,0,31,23245,23245,48467,24086,11296,22914,48679,23581,13403,548,62,171,46,50,2160,5100,3000,1605,3540,2130,36
SEP,2013,Kensington&Chelsea,0,18,50,58,4,56,5,10,14,54,2,90,76,53,110,5,107,108,62,437,3,0,0,6,12,24,13,5,70,0,0,15,16189,16189,28327,19899,12400,15077,28167,20757,14778,452,56,150,107,52,705,2145,1530,465,1620,1155,25
SEP,2013,KingstonUponThames,0,31,45,47,4,39,2,3,9,19,2,59,23,8,61,4,75,52,34,116,2,0,0,10,12,31,23,1,44,0,0,8,21143,21143,27072,20903,12556,21140,27668,21079,15232,309,50,82,37,44,675,1260,945,480,1185,690,15
SEP,2013,Lambeth,0,86,134,125,24,162,27,14,25,198,2,248,114,69,165,9,81,268,129,421,10,0,4,63,31,71,47,14,179,1,1,41,35677,35677,71248,35936,14319,34558,69568,35767,17169,797,78,108,85,95,3075,9000,6225,2190,6375,4305,30
SEP,2013,Lewisham,0,60,124,161,13,157,29,12,19,110,12,163,66,58,98,6,69,61,30,230,9,0,2,36,18,68,43,14,122,2,2,24,38294,38294,51835,35038,15474,36754,52747,36806,19232,616,64,136,56,50,3195,7065,4830,2160,5205,3285,39
SEP,2013,Merton,0,29,42,64,5,69,9,6,12,30,1,84,35,24,95,4,41,32,28,149,3,0,1,22,5,36,22,4,46,0,1,18,25844,25844,35112,25010,13907,24676,35652,25905,17117,348,41,74,51,28,1200,2850,1740,870,2115,1290,15
SEP,2013,Newham,1,49,124,153,21,116,17,15,25,174,4,130,67,59,247,21,104,156,43,307,7,0,6,45,12,59,37,4,94,0,2,32,47387,47387,71263,33648,13203,46403,57872,32638,15813,769,68,170,54,61,3615,8205,4740,2910,5955,3435,54
SEP,2013,Redbridge,0,33,98,98,5,90,34,9,12,78,1,137,37,76,186,18,69,39,14,215,4,0,3,20,10,45,30,4,131,0,1,33,42504,42504,45767,33813,20344,40134,45863,35411,24436,495,50,126,61,57,2355,4365,2745,1785,3540,2040,45
SEP,2013,RichmondUponThames,0,19,28,50,1,54,2,2,10,16,1,69,101,37,89,14,45,14,75,111,0,0,0,15,12,42,13,2,46,0,2,19,24130,24130,26793,26424,15690,23484,28593,26925,19326,303,36,103,45,32,690,1320,1155,390,1170,810,16
SEP,2013,Southwark,0,71,142,126,16,147,30,18,33,180,14,147,135,84,156,7,90,221,129,413,4,0,3,64,34,81,44,15,198,0,3,34,36100,36100,61866,35734,13794,35366,63461,35331,16813,750,79,157,52,89,2985,7755,5325,2175,5505,3825,30
SEP,2013,Sutton,0,11,50,52,3,63,14,1,13,23,3,62,52,16,110,6,84,15,12,103,3,0,3,18,14,54,28,5,28,1,0,11,26042,26042,26168,26724,16377,24510,28378,27302,20413,336,53,78,62,43,975,2160,1575,735,1800,1095,22
SEP,2013,Tower Hamlets,0,56,121,148,9,159,42,16,25,80,6,127,115,71,138,12,61,118,135,358,4,0,1,35,17,73,49,8,231,1,0,52,35719,35719,68642,26263,9992,34801,64253,21502,11718,656,69,191,45,73,3855,7845,4620,3135,5460,2625,43
SEP,2013,Waltham Forest,1,46,112,122,15,114,39,10,20,65,4,139,79,88,238,13,77,81,34,277,3,0,0,29,8,62,40,3,145,1,2,27,37161,37161,47884,32051,15596,35349,45892,32824,19040,579,61,106,51,70,3420,6930,4005,2355,4905,2880,35
SEP,2013,Wandsworth,1,28,92,92,9,79,14,8,15,79,3,124,116,81,189,11,89,146,174,278,3,0,4,54,17,76,30,8,78,3,5,32,33056,33056,67986,32293,16022,32578,74592,33637,20352,540,55,157,39,68,1725,4905,3375,1245,3660,2250,25
SEP,2013,Westminster,0,73,133,168,14,153,29,17,24,186,5,88,179,58,202,9,304,614,112,1208,7,0,5,27,27,66,31,61,282,0,3,62,24130,24130,48613,28022,15825,22341,43427,26402,18081,1215,168,368,92,153,1200,3510,2370,795,2325,1755,26
AUG,2013,Barking&Dagenham,1,51,82,78,5,106,13,10,15,32,4,98,50,49,154,6,59,24,24,145,2,0,3,38,14,68,26,6,94,0,0,22,33580,33580,28567,22018,10775,31258,31355,22776,14023,449,45,151,71,61,2955,5055,2670,2085,3825,2130,44
AUG,2013,Barnet,0,41,78,102,13,110,16,11,18,37,6,189,87,57,228,23,80,47,23,265,4,0,2,29,22,79,32,10,67,1,1,25,50642,50642,57444,44135,28258,47238,58931,47059,35381,525,57,158,75,65,2025,5220,3270,1350,3825,2175,33
AUG,2013,Bexley,0,26,58,65,1,68,10,8,6,14,3,79,45,36,66,8,64,8,13,118,1,0,0,26,10,68,35,7,56,0,1,25,32474,32474,28991,30971,21460,31170,31534,33031,27056,345,40,89,72,54,1725,2985,1980,1305,2490,1440,28
AUG,2013,Brent,1,79,128,110,13,143,20,12,21,127,4,138,76,43,150,6,61,80,55,187,10,0,3,57,19,61,39,10,279,4,2,38,43225,43225,58326,38120,20556,40259,54130,38615,24033,600,64,172,56,84,3015,8355,5460,2085,4890,3525,31
AUG,2013,Bromley,0,38,98,85,5,110,10,10,16,49,3,149,83,35,105,8,137,32,18,242,7,0,1,40,11,68,39,7,75,3,0,22,40715,40715,38750,42911,30273,38902,42514,45511,38323,483,55,138,91,32,1770,3525,2625,1125,2670,1920,30
AUG,2013,Camden,0,75,97,84,5,135,21,9,19,71,6,145,158,79,156,19,75,333,112,597,4,0,2,35,27,53,25,6,171,0,3,30,26579,26579,46175,26031,14994,25916,46568,25044,18412,672,71,200,55,71,1215,4020,2550,960,2655,1710,30
AUG,2013,Croydon,0,68,139,130,13,135,24,22,13,135,18,260,94,50,209,8,126,106,36,337,5,0,4,72,22,101,68,14,140,1,2,27,52916,52916,52608,48019,27234,51268,56102,51310,33295,706,68,173,62,74,3330,6990,4530,2205,5460,3345,15
AUG,2013,Ealing,3,50,132,121,5,224,29,9,47,55,4,142,100,48,251,11,107,91,72,284,1,0,3,55,18,88,46,25,91,0,0,44,46094,46094,60180,42374,22939,43638,57841,42488,26940,657,65,165,61,72,2850,7785,4275,1950,4950,2925,37
AUG,2013,Enfield,0,54,107,87,12,123,26,15,16,76,6,185,61,91,250,13,79,44,26,229,8,0,3,48,13,84,40,6,135,2,2,34,47736,47736,45616,39407,22987,44307,49532,42514,28425,542,56,114,79,55,3540,6885,4200,2580,5835,3240,34
AUG,2013,Greenwich,0,63,103,119,7,135,19,12,13,38,2,115,94,47,107,15,104,46,30,187,0,0,4,51,20,60,40,6,102,1,1,33,37842,37842,46802,31256,15878,35749,45469,31629,19383,580,63,139,46,54,2460,5790,3600,1785,4440,2355,34
AUG,2013,Hackney,1,61,80,127,9,152,23,11,29,87,3,140,115,61,164,13,68,253,145,354,3,0,1,56,15,65,25,56,156,0,1,28,33669,33669,56157,26552,11158,33075,56653,27165,12950,630,70,172,43,80,2565,7950,5085,2040,5415,3225,42
AUG,2013,Hammersmith&Fulham,0,31,80,86,10,110,13,10,12,53,1,79,38,38,161,9,148,60,82,267,3,0,7,18,16,37,27,7,138,8,2,30,19146,19146,38264,20029,9871,18699,38841,21232,12603,531,53,158,58,45,1515,4065,2685,945,2970,1875,30
AUG,2013,Haringey,1,63,86,76,14,65,24,16,19,68,8,149,65,72,220,16,57,87,46,299,3,0,3,42,18,64,49,8,66,0,3,22,34110,34110,52626,31100,14034,32823,49040,32468,17185,641,64,138,45,68,2805,7830,4860,2070,5235,3255,42
AUG,2013,Harrow,0,33,59,72,5,81,13,9,7,50,1,86,30,15,95,5,47,24,25,110,2,0,3,19,13,51,28,2,90,0,2,30,32904,32904,37120,30139,20543,30535,36070,31694,24368,361,44,89,59,37,1470,2910,1980,945,2040,1380,35
AUG,2013,Havering,0,36,78,61,5,91,9,9,10,19,3,130,36,72,145,14,87,21,16,195,0,0,1,26,13,46,30,11,54,0,0,18,30932,30932,29529,31679,24092,29663,31512,33401,31272,393,44,98,62,43,2190,3435,2250,1545,2625,1605,33
AUG,2013,Hillingdon,0,50,104,98,8,104,36,4,17,40,2,129,50,39,162,10,99,40,33,320,3,0,4,43,24,73,49,12,62,0,0,53,41134,41134,44738,35381,21605,38503,44273,35711,25463,493,59,117,45,55,1800,3705,2250,1260,2835,1500,34
AUG,2013,Hounslow,0,47,105,128,7,168,7,13,21,37,3,136,76,43,166,11,121,30,71,223,3,0,3,25,17,82,39,7,105,1,2,17,35411,35411,48299,31472,17258,33683,44900,31270,20114,509,62,114,63,57,2025,4005,2310,1215,2715,1545,37
AUG,2013,Islington,0,51,88,106,6,124,16,2,20,87,4,90,86,49,104,12,69,329,99,350,6,0,1,32,17,53,33,18,100,1,2,26,23245,23245,48467,24086,11296,22914,48679,23581,13403,552,61,172,49,50,2280,5445,3075,1575,3675,2205,38
AUG,2013,Kensington&Chelsea,0,46,68,55,10,88,21,10,15,92,6,87,63,29,121,2,87,506,67,421,5,0,4,23,13,29,23,8,235,2,2,29,16189,16189,28327,19899,12400,15077,28167,20757,14778,466,60,147,124,52,735,2265,1605,450,1680,1170,20
